1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999600030100377346e-01,3.608961009237474495e-05,3.907379869860518335e-06
9.999200165121132633e-01,6.384684801323446083e-05,1.613663987354764398e-05
9.998800519324479996e-01,8.309639516390334097e-05,3.685167238815044416e-05
9.998401197774656746e-01,9.560665359013260998e-05,6.427356894421408745e-05
9.998002274165630476e-01,1.034150171971171960e-04,9.635756623991725844e-05
9.997603791904650095e-01,1.081645401175753156e-04,1.314562694175830338e-04
9.997205773177260113e-01,1.110020485458542859e-04,1.684206337282045875e-04
9.996808227582166806e-01,1.126718027088241802e-04,2.065054390744847806e-04
9.996411158064301139e-01,1.136379818010800207e-04,2.452462117688151196e-04
9.996014564406757730e-01,1.141836380135572972e-04,2.843599213105913273e-04
9.995618445088104709e-01,1.144791455849854321e-04,3.236763456044410166e-04
9.995222798186551572e-01,1.146262821139533157e-04,3.630938992307841695e-04
9.994827621775362880e-01,1.146855779150130085e-04,4.025522445485920742e-04
9.994432914066232465e-01,1.146929384585000438e-04,4.420156549181348355e-04
9.994038673437986020e-01,1.146696295126045970e-04,4.814630266886754748e-04
9.993644898419589140e-01,1.146282347640183527e-04,5.208819232769202516e-04
9.993251587659783830e-01,1.145761964161007458e-04,5.602650376053770406e-04
9.992858739897054754e-01,1.145179144951758218e-04,5.996080957992741762e-04
9.992466353934715828e-01,1.144559898906252537e-04,6.389086166377318590e-04
9.992074428621950943e-01,1.143919597961971600e-04,6.781651780087057536e-04
9.991682962840096049e-01,1.143267326283418662e-04,7.173769833620532825e-04
9.991291955493054600e-01,1.142608451537969566e-04,7.565436055407599334e-04
9.990901405500749455e-01,1.141946144815456413e-04,7.956648354434517952e-04
9.990511311794738614e-01,1.141282278993654243e-04,8.347405926267267113e-04
9.990121673315306428e-01,1.140617959700008393e-04,8.737708724993542911e-04
9.989732489009565120e-01,1.139953839117544601e-04,9.127557151318350546e-04
9.989343757830216886e-01,1.139290301446227867e-04,9.516951868338319491e-04
9.988955478734757865e-01,1.138627572511146123e-04,9.905893692732253321e-04
9.988567650684961885e-01,1.137965784541199372e-04,1.029438353049731735e-03
9.988180272646550728e-01,1.137305014453431041e-04,1.068242233899666625e-03
9.987793343588973194e-01,1.136645306479252469e-04,1.107001110454811565e-03
9.987406862485271875e-01,1.135986685536788675e-04,1.145715082919221027e-03
9.987020828311984344e-01,1.135329165133985098e-04,1.184384252288237958e-03
9.986635240049084317e-01,1.134672752039465893e-04,1.223008719887759685e-03
9.986250096679931687e-01,1.134017449042997361e-04,1.261588587102675189e-03
9.985865397191243664e-01,1.133363256587063551e-04,1.300123955217018798e-03
9.985481140573068126e-01,1.132710173731073949e-04,1.338614925320128369e-03
9.985097325818761416e-01,1.132058198721231794e-04,1.377061598251779016e-03
9.984713951924970576e-01,1.131407329327325628e-04,1.415464074570337710e-03
9.984331017891614479e-01,1.130757563041781224e-04,1.453822454534510304e-03
9.983948522721872720e-01,1.130108897197200216e-04,1.492136838093127693e-03
9.983566465422168967e-01,1.129461329036010467e-04,1.530407324879646744e-03
9.983184845002154306e-01,1.128814855751359190e-04,1.568634014209480338e-03
9.982803660474699470e-01,1.128169474511465486e-04,1.606817005078948731e-03
9.982422910855874854e-01,1.127525182473922193e-04,1.644956396165214935e-03
9.982042595164938303e-01,1.126881976794076899e-04,1.683052285826795160e-03
9.981662712424326234e-01,1.126239854630076603e-04,1.721104772104390616e-03
9.981283261659635864e-01,1.125598813145777579e-04,1.759113952721923137e-03
9.980904241899610785e-01,1.124958849512392952e-04,1.797079925087687697e-03
9.980525652176135409e-01,1.124319960909576092e-04,1.835002786295553264e-03
9.980147491524212766e-01,1.123682144525916496e-04,1.872882633126215493e-03
9.979769758981956729e-01,1.123045397559269934e-04,1.910719562048458948e-03
9.979392453590579803e-01,1.122409717216991953e-04,1.948513669220421941e-03
9.979015574394376475e-01,1.121775100715911454e-04,1.986265050490880219e-03
9.978639120440713217e-01,1.121141545282518389e-04,2.023973801400504643e-03
9.978263090780017386e-01,1.120509048152819434e-04,2.061640017183142930e-03
9.977887484465759460e-01,1.119877606572382571e-04,2.099263792767077329e-03
9.977512300554443048e-01,1.119247217796291418e-04,2.136845222776286198e-03
9.977137538105596004e-01,1.118617879089156883e-04,2.174384401531691702e-03
9.976763196181753779e-01,1.117989587725070548e-04,2.211881423052407952e-03
9.976389273848444983e-01,1.117362340987524159e-04,2.249336381056985662e-03
9.976015770174186947e-01,1.116736136169400146e-04,2.286749368964645108e-03
9.975642684230464630e-01,1.116110970572913751e-04,2.324120479896505612e-03
9.975270015091723952e-01,1.115486841509616959e-04,2.361449806676804188e-03
9.974897761835360699e-01,1.114863746300348216e-04,2.398737441834113745e-03
9.974525923541701644e-01,1.114241682275168735e-04,2.435983477602555666e-03
9.974154499293998999e-01,1.113620646773252177e-04,2.473188005923010642e-03
9.973783488178415979e-01,1.113000637143044436e-04,2.510351118444299149e-03
9.973412889284015703e-01,1.112381650742046932e-04,2.547472906524390120e-03
9.973042701702748980e-01,1.111763684936819597e-04,2.584553461231584026e-03
