1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999601283286664311e-01,3.482762725575609417e-06,3.638890860801387837e-05
9.999733867440039337e-01,3.406381817868728121e-06,2.320687417821406029e-05
9.999336153290300233e-01,3.630770694199297352e-06,6.275390027571268938e-05
9.999468412912950743e-01,3.627939822027074412e-06,4.953076888272085358e-05
9.999071673569711605e-01,3.636112630446051445e-06,8.919653039829394763e-05
9.999203610761039362e-01,3.638004308971640496e-06,7.600091958691546296e-05
9.998807837607250892e-01,3.632313026818307906e-06,1.155839262478840506e-04
9.998939454014429407e-01,3.634499901535032655e-06,1.024200986554336609e-04
9.998544641973748925e-01,3.627942519998747347e-06,1.419078601047156214e-04
9.998675939154716419e-01,3.630140839763580508e-06,1.287759436884742604e-04
9.998282083555114497e-01,3.623550334217777636e-06,1.681680941539367969e-04
9.998413063048849914e-01,3.625741956474589187e-06,1.550679531583561957e-04
9.998020159283599329e-01,3.619171583536252694e-06,1.943649000560909485e-04
9.998150822617726252e-01,3.621355387250430603e-06,1.812963828398931221e-04
9.997758866114604404e-01,3.614808435288483217e-06,2.204985801037579059e-04
9.997889214806157110e-01,3.616984389954769469e-06,2.074615349942474281e-04
9.997498201024643816e-01,3.610460946000359554e-06,2.465694365889468291e-04
9.997628236580207162e-01,3.612629090696207089e-06,2.335637128881377358e-04
9.997238161011019475e-01,3.606129037536883217e-06,2.725777698596814594e-04
9.997367884926836590e-01,3.608289415495912877e-06,2.596032179000986955e-04
9.996978743091625708e-01,3.601812623740142600e-06,2.985238782127502713e-04
9.997108156853686811e-01,3.603965278161431107e-06,2.855803493524862436e-04
9.996719944304766070e-01,3.597511618539220616e-06,3.244080579038007743e-04
9.996849049388891739e-01,3.599656592321182724e-06,3.114954045177700413e-04
9.996461761708976823e-01,3.593225936464272546e-06,3.502306031647609073e-04
9.996590559580911250e-01,3.595363272190109437e-06,3.373486786357983371e-04
9.996204192382847076e-01,3.588955492673891131e-06,3.759918062215500769e-04
9.996332684498349108e-01,3.591085232613255261e-06,3.631404649315854417e-04
9.995947233424843370e-01,3.584700202951413932e-06,4.016919573116308731e-04
9.996075421229770885e-01,3.586822389063107254e-06,3.888710546329552753e-04
9.995690881953136486e-01,3.580459983699337148e-06,4.273313447013763616e-04
9.995818766883532991e-01,3.582574657634049567e-06,4.145407369879997874e-04
9.995435135105431579e-01,3.576234751933636260e-06,4.529102547032528995e-04
9.995562718587615025e-01,3.578341955036716705e-06,4.401497992823528451e-04
9.995179990038800533e-01,3.572024425278185780e-06,4.784289716928217802e-04
9.995307273489441036e-01,3.574124198592381081e-06,4.656985268562809999e-04
9.994925443929506548e-01,3.567828921959225158e-06,5.038877781255600343e-04
9.995052428755711871e-01,3.569921306227394789e-06,4.911872031215945480e-04
9.994671493972836496e-01,3.563648160799893301e-06,5.292869545535058059e-04
9.994798181572240869e-01,3.565733196467707182e-06,5.166161095783791549e-04
9.994418137382949929e-01,3.559482061214845261e-06,5.546267796417271665e-04
9.994544529143787326e-01,3.561559788433451908e-06,5.419855258315523817e-04
9.994165371392700337e-01,3.555330543204890512e-06,5.799075301846191377e-04
9.994291468693897729e-01,3.557401001833569097e-06,5.672957296072461426e-04
9.993913193253485261e-01,3.551193527351730756e-06,6.051294811220295179e-04
9.994038997464728125e-01,3.553256756960497855e-06,5.925469967690179121e-04
9.993661600235076437e-01,3.547070934812712136e-06,6.302929055552166033e-04
9.993787112716902010e-01,3.549126974684935245e-06,6.177396013338911718e-04
9.993410589625476570e-01,3.542962687315693059e-06,6.553980747626398339e-04
9.993535811729340468e-01,3.545011576450622802e-06,6.428738154882298640e-04
9.993160158730748366e-01,3.538868707153892544e-06,6.804452582155866161e-04
9.993285091799111175e-01,3.540910484269233416e-06,6.679499096034462050e-04
9.992910304874865757e-01,3.534788917180846138e-06,7.054347235936364070e-04
