1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999600015600444980e-01,2.911754293767395839e-05,1.088089701792367414e-05
9.999200128526400944e-01,3.543719577010082724e-05,4.454995159002853939e-05
9.998800399149584406e-01,3.637354877473145961e-05,8.358653626700086696e-05
9.998400832342642097e-01,3.648030625774697599e-05,1.234364594781226930e-04
9.998001427507534622e-01,3.648573772471191973e-05,1.633715115218554092e-04
9.997602184304827944e-01,3.647978143510092038e-05,2.033017880820369903e-04
9.997203102567747690e-01,3.647256316455105019e-05,2.432171800604922588e-04
9.996804182165385244e-01,3.646520852409451392e-05,2.831165749372141884e-04
9.996405422972760579e-01,3.645784246005807471e-05,3.229998602637962086e-04
9.996006824865873996e-01,3.645047883727403593e-05,3.628670345751721055e-04
9.995608387720982257e-01,3.644311919140868572e-05,4.027181087102557925e-04
9.995210111414487564e-01,3.643576368966530465e-05,4.425530948613517817e-04
9.994811995822934225e-01,3.642841234735379641e-05,4.823720053589469650e-04
9.994414040822999779e-01,3.642106516292732975e-05,5.221748525368666554e-04
9.994016246291493877e-01,3.641372213297163006e-05,5.619616487173254449e-04
9.993618612105366061e-01,3.640638325386890442e-05,6.017324062092858309e-04
9.993221138141695770e-01,3.639904852198254224e-05,6.414871373082919534e-04
9.992823824277697886e-01,3.639171793367762699e-05,6.812258542964684570e-04
9.992426670390719412e-01,3.638439148532319269e-05,7.209485694425364286e-04
9.992029676358247237e-01,3.637706917329250854e-05,7.606552950018323706e-04
9.991632842057894814e-01,3.636975099396302469e-05,8.003460432163268497e-04
9.991236167367415488e-01,3.636243694371645355e-05,8.400208263146426027e-04
9.990839652164689166e-01,3.635512701893869528e-05,8.796796565120736187e-04
9.990443296327733425e-01,3.634782121601991229e-05,9.193225460106040038e-04
9.990047099734697955e-01,3.634051953135442764e-05,9.589495069989261962e-04
9.989651062263863457e-01,3.633322196134077919e-05,9.985605516524592891e-04
9.989255183793643855e-01,3.632592850238169934e-05,1.038155692133368004e-03
9.988859464202587413e-01,3.631863915088410821e-05,1.077734940590581230e-03
9.988463903369371177e-01,3.631135390325912721e-05,1.117298309159810024e-03
9.988068501172806535e-01,3.630407275592202479e-05,1.156845809963566148e-03
9.987673257491835876e-01,3.629679570529225041e-05,1.196377455111180934e-03
9.987278172205534821e-01,3.628952274779341411e-05,1.235893256698822633e-03
9.986883245193107772e-01,3.628225387985332045e-05,1.275393226809516146e-03
9.986488476333890141e-01,3.627498909790384654e-05,1.314877377513160158e-03
9.986093865507350564e-01,3.626772839838111819e-05,1.354345720866545781e-03
9.985699412593088686e-01,3.626047177772532019e-05,1.393798268913375204e-03
9.985305117470832936e-01,3.625321923238079797e-05,1.433235033684279042e-03
9.984910980020443860e-01,3.624597075879605081e-05,1.472656027196834983e-03
9.984517000121909680e-01,3.623872635342365050e-05,1.512061261455586439e-03
9.984123177655351844e-01,3.623148601272032271e-05,1.551450748452059668e-03
9.983729512501021697e-01,3.622424973314691983e-05,1.590824500164782435e-03
9.983336004539296038e-01,3.621701751116833970e-05,1.630182528559301781e-03
9.982942653650686005e-01,3.620978934325361367e-05,1.669524845588202895e-03
9.982549459715830409e-01,3.620256522587587272e-05,1.708851463191125809e-03
9.982156422615497959e-01,3.619534515551232716e-05,1.748162393294784263e-03
9.981763542230585040e-01,3.618812912864427338e-05,1.787457647812983053e-03
9.981370818442116821e-01,3.618091714175707352e-05,1.826737238646636893e-03
9.980978251131249479e-01,3.617370919134017582e-05,1.866001177683786899e-03
9.980585840179266865e-01,3.616650527388706038e-05,1.905249476799619236e-03
9.980193585467579398e-01,3.615930538589529341e-05,1.944482147856483765e-03
9.979801486877726280e-01,3.615210952386649330e-05,1.983699202703909873e-03
9.979409544291373280e-01,3.614491768430631033e-05,2.022900653178625989e-03
9.979017757590319393e-01,3.613772986372441312e-05,2.062086511104575196e-03
9.978626126656485740e-01,3.613054605863456989e-05,2.101256788292936266e-03
9.978234651371924446e-01,3.612336626555454012e-05,2.140411496542138619e-03
9.977843331618813094e-01,3.611619048100606771e-05,2.179550647637880107e-03
9.977452167279456940e-01,3.610901870151500298e-05,2.218674253353145661e-03
9.977061158236285587e-01,3.610185092361114004e-05,2.257782325448224204e-03
9.976670304371858533e-01,3.609468714382826421e-05,2.296874875670726433e-03
9.976279605568860731e-01,3.608752735870422658e-05,2.335951915755603465e-03
9.975889061710103700e-01,3.608037156478082879e-05,2.375013457425160721e-03
9.975498672678525525e-01,3.607321975860387049e-05,2.414059512389079599e-03
9.975108438357191964e-01,3.606607193672315608e-05,2.453090092344433100e-03
9.974718358629288684e-01,3.605892809569239988e-05,2.492105208975703163e-03
9.974328433378134573e-01,3.605178823206935487e-05,2.531104873954797586e-03
9.973938662487168427e-01,3.604465234241573812e-05,2.570089098941068240e-03
9.973549045839956717e-01,3.603752042329718341e-05,2.609057895581328411e-03
9.973159583320190258e-01,3.603039247128330216e-05,2.648011275509868853e-03
9.972770274811687541e-01,3.602326848294766992e-05,2.686949250348475565e-03
9.972381120198386961e-01,3.601614845486778569e-05,2.725871831706448440e-03
9.971992119364357920e-01,3.600903238362507871e-05,2.764779031180616877e-03
9.971603272193788614e-01,3.600192026580493554e-05,2.803670860355357997e-03
9.971214578570994913e-01,3.599481209799665945e-05,2.842547330802612689e-03
9.970826038380414813e-01,3.598770787679344326e-05,2.881408454081902954e-03
9.970437651506610655e-01,3.598060759879245747e-05,2.920254241740350126e-03
9.970049417834269123e-01,3.597351126059472826e-05,2.959084705312690043e-03
9.969661337248200139e-01,3.596641885880521206e-05,2.997899856321292137e-03
9.969273409633339078e-01,3.595933039003273453e-05,3.036699706276174606e-03
9.968885634874741219e-01,3.595224585089006514e-05,3.075484266675022199e-03
9.968498012857589519e-01,3.594516523799382225e-05,3.114253549003203128e-03
9.968110543467183504e-01,3.593808854796449347e-05,3.153007564733787283e-03
9.967723226588950380e-01,3.593101577742648312e-05,3.191746325327560110e-03
9.967336062108440586e-01,3.592394692300805118e-05,3.230469842233041691e-03
9.966949049911322245e-01,3.591688198134129978e-05,3.269178126886503229e-03
9.966562189883391154e-01,3.590982094906224097e-05,3.307871190711983520e-03
9.966175481910560796e-01,3.590276382281068149e-05,3.346549045121305875e-03
9.965788925878868998e-01,3.589571059923032443e-05,3.385211701514094593e-03
9.965402521674473491e-01,3.588866127496867438e-05,3.423859171277792747e-03
